y,text,text_pt
neutral,"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",A participação da ITG no negócio é estimada em cerca de 500.000 euros $ 627.000.
neutral,"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .","Seus clientes incluem as empresas locais Slo Oy, Kiilto Oy, Toptronics Oy, Normark Suomi Oy, Pellonpaja Oy e Mansner Oy."
positive,"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .","A Ixonos estima que contratará 20 especialistas em engenharia mecânica, projeto eletrônico e P&D para sua nova unidade em Jyvaeskylae até o final de 2009."
neutral,"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .","Jensen, Njastein e Mike Critch, chefe da unidade de negócios da Dovre na América do Norte, se reportarão a Toivola."
neutral,"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 .","Jukka Hienonen, o atual CEO da Finnair, deixará o cargo no final de janeiro de 2010."
neutral,"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .","Kemira, com sede em Helsinque, Finlândia, é um grupo químico internacional que compreende as áreas de negócios Kemira Pulp & Paper, Kemira Water, Kemira Specialty e Kemira Coatings."
neutral,Kemira 's partner in the project is St. Petersburg Water Works .,A parceira de Kemira no projeto é a St. Petersburg Water Works.
neutral,Kershaw takes up the position with immediate effect from her previous role as marketing manager of Sankey Home & Garden Products .,Kershaw assume o cargo com efeito imediato de seu cargo anterior como gerente de marketing da Sankey Home & Garden Products.
neutral,KONE is listed on the Nordic Exchange in Helsinki .,A KONE está listada na Nordic Exchange em Helsinque.
neutral,"L&T is operative in Finland , Sweden , Latvia , Russia and Norway .","A L&T opera na Finlândia, Suécia, Letônia, Rússia e Noruega."
neutral,"Last week , however , Nokia announced that it will pursue a long-term relationship with Microsoft , and make the Windows Phone 7 operating system the foundation for Nokia mobile phones .","Na semana passada, no entanto, a Nokia anunciou que buscará um relacionamento de longo prazo com a Microsoft e fará do sistema operacional Windows Phone 7 a base para os telefones celulares da Nokia."
neutral,Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,O shopping Stockmann da Letônia é uma subsidiária da Stockmann Plc. Da Finlândia. .
neutral,"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .","LEED é um sistema de certificação de construção verde reconhecido internacionalmente, desenvolvido pelo U.S. Green Building Council."
neutral,LONDON AFX - Fortum said it has agreed to sell its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum .,LONDRES AFX - Fortum disse que concordou em vender suas operações de serviço de manutenção industrial para fundos administrados pela CapMan por uma quantia não revelada.
neutral,"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .","China Unicom, NYSE: CHU, HKSE: 0762 e SHSE: 600050, a segunda maior operadora de celular do país."
neutral,"Maximum amount of terminations in Finland is 40 employees , the company added .","O número máximo de demissões na Finlândia é de 40 funcionários, acrescentou a empresa."
neutral,Measures will be launched immediately and are due to be finalized in the first quarter of 2010 .,As medidas serão lançadas imediatamente e deverão ser finalizadas no primeiro trimestre de 2010.
neutral,"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .","A Metsa-Botnia financiará o pagamento de dividendos, o reembolso de capital e a recompra de suas próprias ações com os fundos provenientes de sua alienação das operações do Uruguai e ações da Pohjolan Voima, e utilizando suas linhas de financiamento existentes."
neutral,Metso 's delivery will include a complete coated board line with related air systems and two winders .,A entrega da Metso incluirá uma linha completa de papelão revestido com sistemas de ar relacionados e duas bobinadeiras.
neutral,Mobile data transfer is expected to increase explosively in the LTE era .,A transferência de dados móveis deverá aumentar explosivamente na era LTE.
neutral,Most of the dividend will go to the Grimaldi family .,A maior parte dos dividendos irá para a família Grimaldi.
neutral,"mr Bakman sees also expansion options on the Tallinn-Helisnki link , claiming however , that operating the link with only a single ship is not enough .","O Sr. Bakman também vê opções de expansão no link Tallinn-Helisnki, alegando, no entanto, que operar o link com apenas um único navio não é suficiente."
positive,"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .","M-real Corporation Comunicado de imprensa em 3 de novembro às 10:35 am M-real Corporation foi a segunda melhor empresa no setor de materiais incluindo, por exemplo empresas da indústria florestal no Carbon Disclosure Leadership Index CDLI, Nordic Report 2009."
neutral,"M-Real said there are ` no grounds ' for the rumors , which ` have been circulating in the market for some months . '","A M-Real disse que `não há fundamento 'para os rumores, que` já circulam no mercado há alguns meses. '"
neutral,"Nastola , axe 14 jobs 16 February 2010 - Finnish wood products technology firm Raute Oyj HEL : RUTAV said today that it will transfer to Nastola , southern Finland , the production of its Jyvaskyla plant , which will affect 14 people .","Nastola, machado 14 empregos 16 de fevereiro de 2010 - A empresa finlandesa de tecnologia de produtos de madeira Raute Oyj HEL: RUTAV disse hoje que vai transferir para Nastola, no sul da Finlândia, a produção de sua fábrica de Jyvaskyla, que afetará 14 pessoas."
neutral,Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,"A Neste Shipping é a empresa com maior probabilidade de permanecer finlandês, já que o setor de petróleo e seus transportes são importantes para o abastecimento de emergência."
neutral,Net investment income,Renda líquida de investimento
neutral,"no compensation for its news , opinions or distributions .","nenhuma compensação por suas notícias, opiniões ou distribuições."
neutral,No financial details were available .,Nenhum detalhe financeiro estava disponível.
neutral,No financial details were disclosed .,Nenhum detalhe financeiro foi divulgado.
neutral,No financial details were provided .,Nenhum detalhe financeiro foi fornecido.
neutral,No financial details were reported .,Nenhum detalhe financeiro foi informado.
neutral,No more waste-burning facilities should be built .,Não devem ser mais construídas instalações de queima de resíduos.
neutral,"No price was given for the transaction , which merges two London companies that have worked together on a number of projects including delivery of timetables for Britain 's National Express East Coast rail networks .","Nenhum preço foi informado para a transação, que une duas empresas de Londres que trabalharam juntas em uma série de projetos, incluindo a entrega de horários para as redes ferroviárias National Express East Coast da Grã-Bretanha."
neutral,No pricing details were disclosed .,Nenhum detalhe de preço foi divulgado.
neutral,"Nokia said it still expects to sell 150 more million Symbian devices in years to come , giving an indication of how it expects the Phone 7 handoff to work .","A Nokia disse que ainda espera vender mais 150 milhões de aparelhos Symbian nos próximos anos, dando uma indicação de como espera que a transferência do Phone 7 funcione."
neutral,Nordea Bank Estonia is part of the largest financial group in the Nordic countries .,Nordea Bank Estonia faz parte do maior grupo financeiro dos países nórdicos.
neutral,"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .","Do faturamento líquido da empresa, 38% foi adquirido na Finlândia, 21% em outros países europeus, 40% na Ásia e 1% nos Estados Unidos."
neutral,Officials did not disclose the contract value .,Funcionários não divulgaram o valor do contrato.
neutral,"On Dec. 1 , Grimaldi acquired 1.5 million shares and a 50.1-percent stake in Finnlines .","Em 1º de dezembro, Grimaldi adquiriu 1,5 milhão de ações e uma participação de 50,1 por cento na Finnlines."
neutral,"Only L+∆nnen Tehtaat showed a loss , but it has only recently started streamlining measures .","Apenas L + ∆nnen Tehtaat mostrou uma perda, mas só recentemente começou a agilizar as medidas."
negative,Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,"O cash flow operacional após investimentos totalizou 61,3 milhões de euros, face a 75,3 milhões de euros no período correspondente em 2007."
